OBJECTID,FID_1,PROJECT_ID,GRP_CODE,PRJ_NAME,PRJ_DESC,START_DATE,END_DATE,contact_di,EMAIL,Mileage,F_STRT_NM,F_CRSST_NM,T_ST_NM,T_CRST_NM,START_X,START_Y,MID_X,MID_Y,END_X,END_Y,Shape__Len,Shape__Length
290,290,D1R8-1260-00,SNOW-D1R8,SNOW - REYNOLDS RD,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.334085713,Reynolds Rd,Brown Rd,Reynolds Rd,Wexford Rd,-80.03848,40.62374,-80.03683325,40.62589131,-80.03418,40.62679,0.005674182,0.005674183
291,291,D1R8-2008-05,SNOW-D1R8,SNOW - OLD BABCOCK BLVD (LOOP),Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.525694024,Old Babcock Blvd,Babcock Blvd,Old Babcock Blvd,Babcock Blvd,-79.9953,40.61571,-79.99448922,40.61399958,-79.99297,40.61084,0.008611551,0.008611551
292,292,D1R8-2011-00,SNOW-D1R8,SNOW - STATION HILL RD,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.344373185,Station Hill Rd,Bakerstown Warrendale Rd,Station Hill Rd,Private Property,-79.97238133,40.65380349,-79.97132323,40.65622392,-79.96916267,40.65786499,0.005517535,0.005517536
293,293,D1R8-2204-00,SNOW-D1R8,SNOW - MERIDIAN RD,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,1.825072937,Meridian Rd,Bakerstown Warrendale Rd,Meridian Rd,Gibsonia Rd,-79.9611,40.65762,-79.95537158,40.64546006,-79.95457,40.6332,0.027705446,0.027705446
294,294,D2CA-6091-01,SNOW-CA,SNOW - CRANE AVE/ CARNAHAN RD,Snow Route - City Maintained,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.885245689,Carnahan Rd,Greentree Rd,Crane Ave,Crane Ave (6091-02),-80.03090076,40.41668032,-80.03860191,40.41685208,-80.04503,40.41428,0.015791738,0.015791737
295,295,D2CA-6091-02,SNOW-CA,SNOW - CRANE AVE (a.k.a. short Crane AVE),Snow Route - City Maintained,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.079331085,Crane Ave,Crane Ave (6091-01),Crane Ave,Banksville Rd,-80.02995,40.41589,-80.03040594,40.41628553,-80.03090076,40.41668032,0.001319525,0.001319526
296,296,D2CA-6091-03,SNOW-CA,SNOW - CRANE AVE,Snow Route - City Maintained,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.144238656,Crane Ave,Banksville Rd,Crane Ave,Crane Ave (old City Line),-80.02836182,40.41715647,-80.02951556,40.41692583,-80.02995,40.41589,0.002410385,0.002410385
297,297,D1MA-2137-02,SNOW-MA,SNOW - GLENN AVE (Shaler),Snow Route - Municipal Agreement,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.245860957,Glenn Ave,Butler Plank Rd (2137-01),Glenn Ave,Charles St,-79.950133,40.52617649,-79.9512679,40.52778165,-79.9527,40.52909,0.003946946,0.003946945
298,298,D2CA-6257-00,SNOW-CA,SNOW - POTOMAC AVE,Snow Route - City Maintained,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.626594786,Potomac Ave,Greentree Rd,Potomac Ave,Banksville Rd,-80.05006,40.40849,-80.04482635,40.40694318,-80.04078,40.40335,0.010922776,0.010922776
299,299,D1MA-1158-01,SNOW-MA,SNOW - WEST INGOMAR RD (Franklin Park),Snow Route - Municipal Agreement,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.412562684,W Ingomar Rd,Brandt School Rd,W Ingomar Rd,Ingomar Heights Rd,-80.06906,40.58562,-80.0661255,40.58363839,-80.06286,40.58223,0.007227584,0.007227583
300,300,D2CA-6291-00,SNOW-CA,SNOW - STEUBEN ST,Snow Route - City Maintained,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.553652518,Steuben St,Union Ave,Steuben St,Middletown Rd,-80.06238,40.43904,-80.0597852,40.44251581,-80.05528,40.44391,0.00944472,0.009444721
301,301,D2MA-1031-01,SNOW-MA,SNOW - BLACKBURN RD (Sewickley Hts),Snow Route - Municipal Agreement,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,3.865921232,Blackburn Rd,Sewickley Boro Line,Blackburn Rd,Glenfield Rd,-80.17735,40.54423,-80.14927299,40.55208959,-80.12013,40.55235,0.068342132,0.068342132
302,302,D2MA-1031-03,SNOW-MA,SNOW - COUNTRY CLUB RD (Sewickley Hts),Snow Route - Municipal Agreement,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.409644138,Country Club Rd,Blackburn Rd,Country Club Rd,Quaker Hollow Rd,-80.16514,40.55208,-80.16519249,40.55506878,-80.16444,40.55792,0.006002441,0.006002442
303,303,D2MA-1135-01,SNOW-MA,SNOW - GLENFIELD RD (Aleppo),Snow Route - Municipal Agreement,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.208442346,Glenfield Rd,Ferry Rd,Glenfield Rd,Glenfield Rd (1135-03),-80.12809136,40.53135999,-80.12729468,40.53269151,-80.12704,40.53421,0.003133389,0.003133388
304,304,D2MA-1135-02,SNOW-MA,SNOW - GLENFIELD RD (Aleppo),Snow Route - Municipal Agreement,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,1.365033394,Glenfield Rd,Blackburn Rd,Glenfield Rd,Ferry Rd,-80.12704,40.53421,-80.12305292,40.54301415,-80.12013,40.55235,0.020776843,0.020776844
305,305,D2MA-1135-03,SNOW-MA,SNOW - GLENFIELD RD (Aleppo),Snow Route - Municipal Agreement,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.42945869,Glenfield Rd,Glenfield Rd (1135-01),Glenfield Rd,Aleppo/Glenfield Line,-80.13015584,40.52564073,-80.13015193,40.52883906,-80.12809136,40.53135999,0.006543573,0.006543573
306,306,D2MA-1241-00,SNOW-MA,SNOW - FERN HOLLOW RD (Sewickley Hts),Snow Route - Municipal Agreement,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,1.06432542,Fern Hollow Rd,Pink House Rd,Fern Hollow Rd,Blackburn Rd,-80.14913,40.55232,-80.15041061,40.56003152,-80.15356,40.56669,0.016045009,0.016045009
307,307,D2MA-1275-00,SNOW-MA,SNOW - SCAIFE RD (Sewickley Hts),Snow Route - Municipal Agreement,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,1.395115711,Scaife Rd,Blackburn Rd,Scaife Rd,Blackburn Rd,-80.13947,40.55722,-80.13950139,40.54813858,-80.14959,40.55021,0.023302192,0.023302193
308,308,D2MA-1329-00,SNOW-MA,SNOW - WATERWORKS RD (Sewickley Hts),Snow Route - Municipal Agreement,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,1.324077893,Waterworks Rd,Old Sewickley Line (Nevin Ave),Waterworks Rd,Scaife Rd,-80.16916572,40.53966286,-80.15834395,40.54281777,-80.14898,40.54815,0.023401884,0.023401884
309,309,D1MA-2146-00,SNOW-MA,SNOW - HOFFMAN RD (Reserve),Snow Route - Municipal Agreement,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,1.062495432,Hoffman Rd,Mount Troy Rd,Hoffman Rd, Stanton Ave (Reserve/City Line),-79.99203,40.49075,-79.98704586,40.48854897,-79.98297399,40.48223078,0.01733143,0.01733143
310,310,D2MA-6022-00,SNOW-MA,SNOW - OLD BEAVER GRADE RD (SPUR) (Robinson),Snow Route - Municipal Agreement,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.228812377,Old Beaver Grade Rd,Dead End,S Hickman Rd,Beaver Grade Rd,-80.15546,40.46685,-80.15355762,40.46616705,-80.1524,40.46505,0.004043418,0.004043418
311,311,D2MA-6034-00,SNOW-MA,SNOW - BOWER HILL RD (Mt. Lebanon),Snow Route - Municipal Agreement,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,1.693647172,Bower Hill Rd,Jaycee Dr,Bower Hill Rd,Cochran Rd,-80.05345,40.38493,-80.06576828,40.37756183,-80.07918,40.37165,0.029767035,0.029767035
312,312,D2R4-6071-02,SNOW-D2,SNOW - FAIRHAVEN RD (Kennedy),Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.411408616,Fairhaven Rd,Clever Rd,Fairhaven Rd,Pine Hollow Rd,-80.09897,40.47571,-80.10017523,40.47293765,-80.10002,40.46992,0.006079652,0.006079653
313,313,D2MA-6145-00,SNOW-MA,SNOW - DUNN ST (Stowe),Snow Route - Municipal Agreement,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.244271693,Dunn St,McCoy Rd,Wilson Ave,Young St,-80.07284259,40.47572395,-80.07086494,40.47586885,-80.07027136,40.476955,0.004298675,0.004298675
314,314,D2MA-6155-00,SNOW-MA,SNOW - ROBINSON RD (Findlay),Snow Route - Municipal Agreement,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,1.618565806,Robinson Rd,Burgettstown Rd,Robinson Rd,Lincoln Hwy,-80.28354,40.45888,-80.26995847,40.4559358,-80.25528,40.45476,0.029862138,0.029862138
315,315,D2MA-6196-01,SNOW-MA,SNOW - McCOY RD (Stowe),Snow Route - Municipal Agreement,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.360486792,McCoy Rd,Kennedy/Stowe Line,McCoy Rd,Jefferson Dr (South Curb),-80.08344501,40.4798021,-80.0806616,40.4810968,-80.0786,40.47966,0.006153043,0.006153043
316,316,D2MA-6196-02,SNOW-MA,SNOW - McCOY RD (Stowe),Snow Route - Municipal Agreement,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.467361101,McCoy Rd,Jefferson Dr (South Curb),McCoy Rd,McCoy Rd (6196-03),-80.0786,40.47966,-80.07539632,40.47780026,-80.07229466,40.47532247,0.007963619,0.007963618
317,317,D2MA-6196-03,SNOW-MA,SNOW - McCOY RD (Stowe),Snow Route - Municipal Agreement,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.461604457,McCoy Rd,McCoy Rd (6196-02),Island Ave,McCoy Rd,-80.07229466,40.47532247,-80.06869178,40.47567203,-80.06515,40.47568,0.008147689,0.008147689
318,318,D2R4-6197-03,SNOW-D2,SNOW - PINE HOLLOW RD,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,1.398956257,Pine Hollow Rd,McCoy Rd,Pine Hollow Rd,Singer Ave,-80.09735582,40.47542704,-80.08557178,40.47566098,-80.07645336,40.46975881,0.024664237,0.024664236
319,319,D2MA-6199-03,SNOW-MA,SNOW - McKEES ROCKS RD SPUR (Robinson),Snow Route - Municipal Agreement,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.592115958,McKees Rocks Rd,Steubenville Pike,McKees Rocks Rd,Robinson/Kennedy Line,-80.11222,40.4544,-80.11567972,40.45113556,-80.11941,40.44912,0.01000026,0.01000026
320,320,D1MA-2286-00,SNOW-MA,SNOW - SPRING GARDEN RD (Reserve),Snow Route - Municipal Agreement,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,1.24552199,Spring Garden Rd,Mount Troy Rd,Spring Garden Rd,Reserve/Pittsburgh Line,-79.99389394,40.47740798,-79.99668147,40.48590605,-79.99539,40.49427,0.018764642,0.018764642
321,321,D2MA-6288-01,SNOW-MA,SNOW - SPRING RUN RD (Moon),Snow Route - Municipal Agreement,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,1.411460135,Spring Run Rd,Brodhead Rd,Spring Run Rd,McGovern Blvd,-80.22056,40.55662,-80.23134594,40.55216904,-80.24035,40.5463,0.024506607,0.024506607
322,322,D2MA-6346-01,SNOW-MA,SNOW - McCASLIN RD (Findlay),Snow Route - Municipal Agreement,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.253726384,McCaslin Rd,Clinton Rd,McCaslin Rd,1320' SE of Clinton Rd,-80.29054,40.49305,-80.28854204,40.49202809,-80.28655547,40.49098439,0.004488282,0.004488282
323,323,D2MA-6356-00,SNOW-MA,SNOW - AGNES ST (McKees Rocks),Snow Route - Municipal Agreement,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.293754927,Agnes St,Helen St,Agnes St,Ella St,-80.05830545,40.47523833,-80.05567555,40.47587815,-80.05296917,40.47603837,0.005478842,0.005478842
324,324,D2MA-1136-00 (1),SNOW-MA,SNOW - GLEN MITCHELL RD (Aleppo),Snow Route - Municipal Agreement,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,1.287243188,Glen Mitchell Rd,Merriman Rd,Glen Mitchell Rd,Osborne Boro Line,-80.14788,40.546,-80.15604847,40.53922782,-80.16577561,40.53510219,0.022118434,0.022118434
325,325,D2MA-6288-02 (1),SNOW-MA,SNOW - SPRING RUN RD EXT (Findlay),Snow Route - Municipal Agreement,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.988165939,Spring Run Rd,Flaugherty Run Rd,Spring Run Rd,Findlay/Moon Line (6288-01),-80.26703,40.51866,-80.27048832,40.52505884,-80.26997,40.53135,0.015309601,0.0153096
326,326,D2MA-1136-00 (2),SNOW-MA,SNOW - GLEN MITCHELL RD (Sewickley Hts),Snow Route - Municipal Agreement,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.150634257,Glen Mitchell Rd,Scaife Rd,Glen Mitchell Rd,Merriman Rd,-80.14837,40.54814,-80.1481591,40.54706552,-80.14788,40.546,0.002213259,0.002213259
327,327,D2MA-6288-02 (2),SNOW-MA,SNOW - SPRING RUN RD EXT (Moon),Snow Route - Municipal Agreement,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,2.239684299,Spring Run Rd,Findlay/Moon Line,Spring Run Rd,Brodhead Rd,-80.26997,40.53135,-80.25603485,40.54292083,-80.24035,40.5463,0.038405589,0.038405589
328,328,D2R1-6034-00,SNOW-D2R1,SNOW - BOWER HILL RD,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.808406631,Bower Hill Rd,Painters Run Rd,Bower Hill Rd,Jaycee Dr,-80.08692,40.36406,-80.08390985,40.36917596,-80.07918,40.37165,0.013164028,0.013164028
329,329,D2R1-6150-00,SNOW-D2R1,SNOW - HOPE HOLLOW RD,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.763920301,Hope Hollow Rd,Washington Ave,Hope Hollow Rd,Greentree Rd,-80.08664,40.3957,-80.0804344,40.3930439,-80.07411,40.39073,0.013729567,0.013729566
330,330,D2R1-6242-01,SNOW-D2R1,SNOW - BOWER HILL RD,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,1.184216021,Bower Hill Rd,Painters Run Rd,Bower Hill Rd,McLaughlin Run Rd,-80.10522,40.35835,-80.09577673,40.36225078,-80.08692,40.36406,0.021081128,0.021081128
331,331,D1CA-2350-00,SNOW-CA,SNOW - WEST VIEW AVE,Snow Route - City Maintained,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.272514799,West View Ave,Ross/City Line,West View Ave,Nelson Run Rd,-80.01254073,40.50082735,-80.01319853,40.49887743,-80.01346,40.49745,0.00412225,0.004122251
332,332,D1MA-2273-00,SNOW-MA,SNOW - OLD SAXONBURG LOOP (HARTWOOD ENTRANCE) (Indiana),Snow Route - Municipal Agreement,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.352758833,Hartwood Entrance,Saxonburg Blvd,Hartwood Entrance,Saxonburg Blvd,-79.90325294,40.56475424,-79.90385567,40.56442957,-79.90509045,40.56316311,0.005917972,0.005917972
333,333,D3R2-3317-00,SNOW-D3R2,SNOW - UNIVERSAL RD/MAIN ST,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,4.249141271,Universal Rd,Rodi Rd/Jefferson Rd,Universal Rd,Unity Trestle Rd,-79.82460949,40.465914,-79.79602854,40.46825891,-79.82521,40.46564,0.070815496,0.070815495
334,334,D3R3-3139-01,SNOW-D3R3,SNOW - GREENSBURG PIKE/PENN AVE EXT,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,3.003942958,Greensburg Pike,Wilkinsburg/Churchill Line,Penn Ave Ext,Wilkins/Turtle Creek Line,-79.83330878,40.40646663,-79.84461855,40.42565295,-79.85768508,40.4422026,0.047556285,0.047556285
335,335,D3R8-3734-BP,SNOW-D3R8,SNOW - CENTERVIEW DRIVE/ LOOPS,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,1.159913365,Centerview Dr,Center Rd,Centerview Dr,Centerview Dr,-79.74809,40.46417,-79.75243795,40.47009897,-79.74606,40.46161,0.019504479,0.019504478
336,336,D4R3-4211-02,SNOW-D4R3,SNOW - OLD CLAIRTON RD,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,2.281959716,Old Clairton Rd,Chamberlain Rd,Old Clairton Rd,Clairton Blvd,-79.94981,40.31054,-79.93607895,40.29803156,-79.917839,40.29436782,0.03946539,0.039465391
337,337,D4R3-4243-02,SNOW-D4R3,SNOW - PANGBURN HOLLOW RD,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,1.428790129,Pangburn Hollow Rd,Bunola River Rd,Pangburn Hollow Rd,Rippel Rd,-79.91745,40.23334,-79.91361612,40.24288209,-79.91228917,40.25114383,0.022196524,0.022196524
338,338,D4R4-5211-01,SNOW-D4R4,SNOW - OLD CLAIRTON RD,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,2.37664969,Old Clairton Rd,Clairton Blvd,Old Clairton Rd,Coal Valley Rd,-79.96451,40.34068,-79.95654,40.32570658,-79.94981,40.31054,0.037035918,0.03703592
339,339,D5R2-5049-00,SNOW-D5R2,SNOW - BROWNSVILLE RD,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,1.571987767,Brownsville Rd,Library Rd,Brownsville Rd,Brownsville Rd Ext/Piney Fork Rd,-80.02292,40.28628,-80.00980122,40.28838053,-79.99668,40.2881,0.028589046,0.028589047
340,340,D5R3-5050-02,SNOW-D5R3,SNOW - BROWNSVILLE RD,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,1.207417268,Brownsville Rd,Broughton Rd,Brownsville Rd,Maple Springs Dr,-79.99524624,40.31691337,-79.9915685,40.32426376,-79.98734981,40.32998453,0.019474939,0.01947494
341,341,D5R3-5110-00,SNOW-D5R3,SNOW - EAST PARK DRIVE,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,1.718040219,E Park Dr,Broughton Rd,E Park Dr,Brownsville Rd,-79.99525099,40.3227209,-79.99876451,40.33061175,-79.99530909,40.32272413,0.029033323,0.029033322
342,342,D5R4-5065-00,SNOW-D5R4,SNOW - CORRIGAN DRIVE,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,2.32631901,Corrigan Dr,Library Rd/Baptist Rd,Corrigan Dr,Brownsville Rd,-80.02205,40.33055,-80.00801094,40.31954375,-79.99644,40.30667,0.038237751,0.038237749
343,343,D1R8-1048-00,SNOW-D1R8,SNOW - BROWN RD,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.958407705,Brown Rd,Pineview Dr,Brown Rd,Pearce Mill Rd,-80.02489,40.62003,-80.03278968,40.62094054,-80.04074,40.62355,0.017462969,0.017462968
344,344,D5R4-5194-00,SNOW-D5R4,SNOW - McCONKEY RD,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.69693497,McConkey Rd,Stoltz Rd,McConkey Rd,Corrigan Dr,-80.01549875,40.31002687,-80.01175333,40.3137306,-80.00614,40.31539,0.011687087,0.011687088
345,345,D5R4-5262-01,SNOW-D5R4,SNOW - RIDGE RD,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.706981,Ridge Rd,Brownsville Rd,Ridge Rd,Ridge Rd (5261-00)/ McCorkle Rd (5262-02),-79.99179,40.30787,-79.99118624,40.31274872,-79.99551885,40.31568234,0.011457334,0.011457334
346,346,D7CA-3006-00,SNOW-CA,SNOW - ARMSTRONG TUNNEL APPROACHES,Snow Route - City Maintained,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.022534282,Forbes Ave,Tunnel Entrance,Second Ave,Tunnel Entrance,-79.98982,40.43449,-79.99205,40.43778499,-79.99205,40.43795,0.000330029,0.00033003
347,347,D8R2-5149-02,SNOW-D8R2,SNOW - HOMEVILLE RD,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,1.434232875,Homeville Rd,Commonwealth Ave,Homeville Rd,Homestead Duquesne Rd,-79.87794,40.38291,-79.87360127,40.37336426,-79.87013,40.36504,0.021687748,0.021687748
348,348,D8R3-5255-00,SNOW-D8R3,SNOW - MIFFLIN RD,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.340890899,Mifflin Rd,Buttermilk Hollow Rd,Mifflin Rd,Thompson Run Rd,-79.90847,40.36503,-79.90668156,40.36307612,-79.9057,40.36115,0.005396995,0.005396995
349,349,D1R8-1170-00,SNOW-D1R8,SNOW - KUMMER RD,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,2.854065374,Kummer Rd,Brown Rd,Kummer Rd,E Ingomar Rd,-80.02691,40.61985,-80.02842948,40.60670119,-80.01449,40.59205,0.045892416,0.045892416
350,350,D1R8-1245-00,SNOW-D1R8,SNOW - PEARCE MILL RD,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,2.233585645,Pearce Mill Rd,Brown Rd,Pearce Mill Rd,Babcock Blvd,-80.02479,40.61972,-80.01126436,40.60758828,-80.02479,40.61972,0.037405956,0.037405956
351,351,D2CA-6193-00,SNOW-CA,SNOW - MCMONAGLE AVE,Snow Route - City Maintained,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.743787087,McMonagle Ave,Greentree Rd,McMonagle Ave,Banksville Rd,-80.04442,40.39957,-80.05059485,40.40168743,-80.05120489,40.40197342,0.013150442,0.013150442
352,352,D2MA-1124-00,SNOW-MA,SNOW - FERN HOLLOW RD (Sewickley Hts),Snow Route - Municipal Agreement,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.613429385,Fern Hollow Rd,Little Sewickley Creek Rd,Fern Hollow Rd,Pink House Rd,-80.15868,40.57345,-80.15689661,40.5696603,-80.15819562,40.57413235,0.009674949,0.009674948
353,353,D2R2-6265-01,SNOW-D2R2,SNOW - BAYER RD/ RIDGE RD,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,2.101516762,Bayer Rd,Steubenville Pike,Ridge Rd,Cowan Rd/Boyce Rd,-80.17402,40.44456,-80.15811117,40.4390414,-80.14944,40.4331,0.036363167,0.036363167
354,354,D2R3-6072-03,SNOW-D2R3,SNOW - CAMPBELLS RUN RD,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,3.566954885,Campbells Run Rd,2600' NW of Carnegie/Robinson Line,Campbells Run Rd,Old Campbells Run Rd (6072-07),-80.10253926,40.42276551,-80.13086532,40.42966081,-80.15904881,40.44379008,0.06371491,0.063714911
355,355,D2R5-6354-00,SNOW-D2R5,SNOW - FLEMING PARK BR APPROACH,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.058446772,Fleming Park Br Approach,Island Ave/Robinson Blvd,Fleming Park Br Approach,Fleming Park Br (OB-04),-80.07984225,40.48969176,-80.07983821,40.4895504,-80.07984,40.48957,0.000922387,0.000922388
356,356,D1R4-1158-02,SNOW-D1R4,SNOW - HIGHLAND RD,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,1.889472171,Highland Rd,Ingomar Heights Rd,Highland Rd,Old Perry Hwy,-80.05463617,40.57564277,-80.05149411,40.5731475,-80.04144,40.56386,0.031522261,0.031522261
357,357,D8R2-5147-02,SNOW-D8R2,SNOW - FARRAGUT ST/ VONDERA ST/ HOMESTEAD-DUQUESNE RD,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,3.829250062,Farragut St,Main St,Homestead Duquesne Rd,Worton Blvd/Homeville Rd,-79.86963,40.36466999,-79.89145669,40.37100376,-79.89963,40.39551,0.062399283,0.062399283
358,358,D3R7-TL13,SNOW-D3R7,SNOW - PATTON ST BR/RAMPS,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.377826494,Patton St,Station St/Fifth Ave,Patton St,Middle Ave,-79.80488351,40.39439797,-79.80393856,40.39533006,-79.80488351,40.39439797,0.006108923,0.006108923
359,359,D2R2-CC03,SNOW-D2R2,SNOW - CHARTIERS CREEK BR #3,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.07404789,Township Rd,Bridge Limit,Township Rd,Bridge Limit,-80.08052352,40.44043962,-80.08068848,40.43991805,-80.08085344,40.43939647,0.001094079,0.001094079
360,360,D2R6-2AG29,SNOW-D2R6,SNOW - ADE WAY (2) (City),Snow Route - District (City Roads),11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.044721747,Ade Way,Weirton St,Ade Way,Idlewood Rd,-80.07327488,40.41790581,-80.07297447,40.41813452,-80.07267406,40.41836323,0.000755124,0.000755124
